"행정구역","2024년06월_계_총인구수","2024년06월_계_연령구간인구수","2024년06월_계_0~9세","2024년06월_계_10~19세","2024년06월_계_20~29세","2024년06월_계_30~39세","2024년06월_계_40~49세","2024년06월_계_50~59세","2024년06월_계_60~69세","2024년06월_계_70~79세","2024년06월_계_80~89세","2024년06월_계_90~99세","2024년06월_계_100세 이상"
"서울특별시 은평구 불광제2동(1138053000)","26,674","26,674","763","1,414","3,727","3,797","3,327","4,634","4,618","2,836","1,418","137","3"
"서울특별시 은평구 갈현제1동(1138055100)","14,303","14,303","434","937","2,060","2,027","1,874","2,499","2,349","1,400","644","77","2"
"서울특별시 은평구 갈현제2동(1138055200)","27,381","27,381","1,016","2,120","3,863","3,571","3,976","4,936","4,169","2,427","1,180","122","1"
"서울특별시 은평구 구산동(1138056000)","31,227","31,227","1,217","2,447","4,102","3,780","4,388","5,644","5,177","2,876","1,428","165","3"
"서울특별시 은평구 대조동(1138057000)","27,458","27,458","889","1,365","5,049","5,105","3,476","4,092","3,701","2,380","1,273","123","5"
"서울특별시 은평구 응암제1동(1138058000)","32,448","32,448","2,083","2,612","4,176","5,172","5,346","5,109","4,135","2,432","1,246","133","4"
"서울특별시 은평구 응암제2동(1138059000)","27,281","27,281","2,631","2,607","2,418","4,130","5,510","4,022","3,135","1,834","881","109","4"
"서울특별시 은평구 응암제3동(1138060000)","23,347","23,347","702","1,203","3,232","3,282","2,961","3,837","3,922","2,562","1,466","176","4"
"서울특별시 은평구 역촌동(1138062500)","43,546","43,546","1,703","3,004","5,727","5,930","6,588","7,492","6,806","4,113","1,961","213","9"
"서울특별시 은평구 신사제1동(1138063100)","26,340","26,340","1,156","1,750","3,505","3,755","3,779","4,468","4,250","2,413","1,138","123","3"
"서울특별시 은평구 신사제2동(1138063200)","18,869","18,869","816","1,320","2,375","2,633","2,666","3,205","3,167","1,753","813","115","6"
"서울특별시 은평구 증산동(1138064000)","17,696","17,696","1,013","1,250","2,227","2,520","2,479","3,050","2,759","1,568","746","82","2"
"서울특별시 은평구 수색동(1138065000)","20,961","20,961","1,779","1,448","2,591","3,714","3,023","3,635","2,723","1,298","658","91","1"
"서울특별시 은평구 진관동(1138069000)","53,813","53,813","3,197","6,901","6,594","6,056","8,911","9,164","6,903","3,926","1,888","265","8"
"서울특별시 서대문구 (1141000000)","305,369","305,369","16,885","22,016","48,114","44,815","43,432","49,025","41,689","23,997","13,568","1,768","60"
"서울특별시 서대문구 천연동(1141052000)","16,546","16,546","1,016","1,219","1,913","2,334","2,357","2,910","2,446","1,358","872","118","3"
"서울특별시 서대문구 북아현동(1141055500)","15,505","15,505","1,278","981","1,918","2,821","2,490","2,508","1,919","962","556","70","2"
"서울특별시 서대문구 충현동(1141056500)","19,623","19,623","982","1,286","2,929","3,346","2,742","3,186","2,786","1,430","784","146","6"
"서울특별시 서대문구 신촌동(1141058500)","20,470","20,470","445","962","8,667","3,662","1,828","1,932","1,428","883","579","82","2"
"서울특별시 서대문구 연희동(1141061500)","33,896","33,896","1,219","2,002","7,606","5,363","4,362","4,942","4,092","2,548","1,526","229","7"
"서울특별시 서대문구 홍제제1동(1141062000)","24,610","24,610","1,398","1,707","3,043","3,613","3,513","4,220","3,710","2,082","1,182","138","4"
"서울특별시 서대문구 홍제제3동(1141064000)","17,558","17,558","961","1,091","2,213","2,406","2,241","3,093","2,723","1,677","1,040","111","2"
"서울특별시 서대문구 홍제제2동(1141065500)","13,114","13,114","615","856","1,529","1,906","1,618","2,414","2,209","1,205","676","83","3"
"서울특별시 서대문구 홍은제1동(1141066000)","22,102","22,102","1,224","1,474","2,587","2,993","3,100","3,834","3,630","1,978","1,137","141","4"
"서울특별시 서대문구 홍은제2동(1141068500)","28,384","28,384","1,406","2,173","4,097","3,951","3,960","4,799","4,226","2,340","1,250","174","8"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,689","16,689","1,880","1,886","1,529","2,213","3,410","2,421","1,768","951","560","69","2"
"서울특별시 서대문구 남가좌제2동(1141070000)","28,999","28,999","2,236","2,410","4,013","4,018","4,665","4,545","3,496","2,264","1,195","149","8"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,467","17,467","1,095","1,894","1,837","2,119","2,933","3,000","2,394","1,379","728","83","5"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,406","30,406","1,130","2,075","4,233","4,070","4,213","5,221","4,862","2,940","1,483","175","4"
"서울특별시 마포구 (1144000000)","363,029","363,029","20,011","26,231","58,336","64,156","56,146","56,308","42,729","23,947","13,208","1,905","52"
"서울특별시 마포구 아현동(1144055500)","29,011","29,011","2,929","2,077","3,129","5,854","5,132","4,246","3,276","1,446","797","121","4"
"서울특별시 마포구 공덕동(1144056500)","36,298","36,298","1,805","2,058","5,659","6,487","4,953","6,130","4,977","2,566","1,484","177","2"
"서울특별시 마포구 도화동(1144058500)","20,651","20,651","1,232","1,436","2,549","3,570","2,888","3,336","2,976","1,551","952","157","4"
"서울특별시 마포구 용강동(1144059000)","21,300","21,300","1,830","2,185","1,977","3,388","4,235","3,219","2,335","1,250","736","142","3"
"서울특별시 마포구 대흥동(1144060000)","14,415","14,415","548","872","3,651","2,488","1,943","2,022","1,517","796","497","76","5"
"서울특별시 마포구 염리동(1144061000)","16,862","16,862","1,263","1,693","2,375","2,714","3,107","2,563","1,674","880","531","61","1"
"서울특별시 마포구 신수동(1144063000)","22,203","22,203","1,436","1,789","3,331","3,380","3,445","3,849","2,607","1,456","805","101","4"
"서울특별시 마포구 서강동(1144065500)","24,601","24,601","1,564","1,669","4,715","4,061","3,709","3,799","2,705","1,437","821","120","1"
"서울특별시 마포구 서교동(1144066000)","23,949","23,949","636","1,002","5,806","5,346","3,373","3,122","2,258","1,456","796","154","0"
"서울특별시 마포구 합정동(1144068000)","16,157","16,157","598","707","2,904","3,649","2,370","2,204","1,896","1,123","611","92","3"
"서울특별시 마포구 망원제1동(1144069000)","18,963","18,963","714","1,040","3,000","3,627","2,841","2,899","2,449","1,542","755","96","0"
"서울특별시 마포구 망원제2동(1144070000)","17,673","17,673","789","1,342","2,467","2,877","2,801","2,888","2,252","1,426","740","88","3"
"서울특별시 마포구 연남동(1144071000)","14,193","14,193","453","646","2,868","2,942","2,084","1,957","1,623","959","575","80","6"
"서울특별시 마포구 성산제1동(1144072000)","18,444","18,444","649","1,242","2,974","3,295","2,889","3,022","2,264","1,330","702","73","4"
"서울특별시 마포구 성산제2동(1144073000)","38,690","38,690","1,750","2,862","6,637","6,917","5,405","5,977","4,590","2,851","1,483","209","9"
"서울특별시 마포구 상암동(1144074000)","29,619","29,619","1,815","3,611","4,294","3,561","4,971","5,075","3,330","1,878","923","158","3"
"서울특별시 양천구 (1147000000)","433,307","433,307","24,570","46,943","51,135","52,909","71,332","74,613","62,939","33,552","13,232","2,019","63"
"서울특별시 양천구 목1동(1147051000)","30,134","30,134","2,360","5,052","2,879","2,736","6,431","5,154","3,217","1,582","631","88","4"
"서울특별시 양천구 목2동(1147052000)","28,651","28,651","1,266","2,217","4,156","5,089","4,204","4,688","4,169","1,980","771","108","3"
"서울특별시 양천구 목3동(1147053000)","21,114","21,114","1,043","1,225","3,052","3,757","2,971","3,394","3,261","1,628","669","111","3"
"서울특별시 양천구 목4동(1147054000)","24,239","24,239","946","2,925","3,656","2,742","3,696","4,881","3,016","1,615","663","97","2"
"서울특별시 양천구 목5동(1147055000)","40,541","40,541","2,935","7,172","3,859","3,444","8,489","6,711","4,722","2,262","752","191","4"
"서울특별시 양천구 신월1동(1147056000)","19,214","19,214","631","1,112","2,181","2,416","2,637","3,428","3,834","2,099","787","86","3"
"서울특별시 양천구 신월2동(1147057000)","20,700","20,700","1,185","1,732","2,329","2,742","3,181","3,292","3,420","2,019","694","102","4"
"서울특별시 양천구 신월3동(1147058000)","14,146","14,146","625","881","1,633","1,850","1,838","2,530","2,655","1,449","625","59","1"
"서울특별시 양천구 신월4동(1147059000)","17,310","17,310","1,038","1,538","1,907","2,013","2,768","2,794","2,860","1,654","636","97","5"
"서울특별시 양천구 신월5동(1147060000)","13,948","13,948","662","1,131","1,779","1,929","2,031","2,365","2,305","1,196","483","66","1"
"서울특별시 양천구 신월6동(1147061000)","13,789","13,789","1,363","1,245","1,376","2,227","2,326","2,084","1,853","926","344","40","5"
"서울특별시 양천구 신월7동(1147061100)","18,475","18,475","724","1,057","2,017","2,489","2,387","3,204","3,547","1,997","921","131","1"
"서울특별시 양천구 신정1동(1147062000)","19,601","19,601","1,467","2,902","1,967","1,786","3,821","3,307","2,420","1,329","498","101","3"
"서울특별시 양천구 신정2동(1147063000)","18,636","18,636","980","2,912","2,040","1,562","3,436","3,378","2,475","1,232","520","97","4"
"서울특별시 양천구 신정3동(1147064000)","49,075","49,075","2,952","5,162","5,963","5,832","7,588","9,088","6,972","3,756","1,524","232","6"
"서울특별시 양천구 신정4동(1147065000)","31,651","31,651","1,095","1,934","4,904","4,898","4,480","5,187","4,861","3,017","1,149","123","3"
"서울특별시 양천구 신정6동(1147067000)","23,903","23,903","1,717","3,520","2,559","2,462","4,488","4,187","2,972","1,407","484","103","4"
"서울특별시 양천구 신정7동(1147068000)","28,180","28,180","1,581","3,226","2,878","2,935","4,560","4,941","4,380","2,404","1,081","187","7"
"서울특별시 강서구 (1150000000)","559,335","559,335","29,860","41,238","77,402","96,013","84,960","83,219","80,550","44,766","18,416","2,824","87"
"서울특별시 강서구 염창동(1150051000)","41,299","41,299","3,350","4,342","5,194","7,327","7,209","6,204","4,609","2,135","807","120","2"
"서울특별시 강서구 등촌제1동(1150052000)","25,039","25,039","1,214","1,134","4,593","6,759","3,498","3,112","2,535","1,265","744","174","11"
"서울특별시 강서구 등촌제2동(1150053000)","19,192","19,192","909","1,389","2,642","3,298","2,738","2,959","3,008","1,579","579","88","3"
"서울특별시 강서구 등촌제3동(1150053500)","29,198","29,198","1,383","1,598","3,128","4,586","3,594","4,338","5,635","3,017","1,589","321","9"
"서울특별시 강서구 화곡제1동(1150054000)","50,224","50,224","1,891","2,182","8,641","10,009","7,182","7,162","7,231","4,188","1,540","191","7"
"서울특별시 강서구 화곡제2동(1150055000)","16,977","16,977","770","1,254","2,322","2,585","2,699","2,817","2,518","1,416","541","54","1"
"서울특별시 강서구 화곡제3동(1150056000)","20,949","20,949","946","1,558","2,902","3,033","3,038","3,151","3,391","2,067","754","107","2"
"서울특별시 강서구 화곡제4동(1150057000)","19,490","19,490","770","1,198","2,403","2,843","2,969","3,270","3,271","1,906","764","95","1"
"서울특별시 강서구 화곡본동(1150059000)","32,693","32,693","1,307","2,152","5,352","6,056","4,998","4,874","4,457","2,423","931","134","9"
"서울특별시 강서구 화곡제6동(1150059100)","25,883","25,883","1,417","1,373","4,295","5,114","3,515","3,657","3,769","1,927","701","112","3"
"서울특별시 강서구 화곡제8동(1150059300)","23,001","23,001","837","1,364","3,421","3,643","3,460","3,595","3,531","2,204","860","83","3"
"서울특별시 강서구 가양제1동(1150060300)","33,639","33,639","1,321","1,633","7,598","8,930","4,423","4,095","3,582","1,414","562","76","5"
"서울특별시 강서구 가양제2동(1150060400)","13,340","13,340","405","379","1,267","2,199","1,351","1,590","3,125","1,951","907","164","2"
"서울특별시 강서구 가양제3동(1150060500)","13,965","13,965","605","380","1,243","2,852","1,758","1,831","2,620","1,771","794","109","2"
"서울특별시 강서구 발산제1동(1150061100)","35,391","35,391","2,206","4,788","4,252","3,803","6,220","6,105","4,423","2,421","998","170","5"
"서울특별시 강서구 우장산동(1150061500)","43,582","43,582","2,997","5,378","5,162","5,225","8,021","7,199","5,329","3,109","1,023","134","5"
"서울특별시 강서구 공항동(1150062000)","29,417","29,417","2,658","2,318","3,610","4,844","5,170","4,146","3,709","1,984","841","136","1"
"서울특별시 강서구 방화제1동(1150063000)","41,594","41,594","2,920","4,266","4,454","5,770","6,935","6,481","6,091","3,228","1,254","189","6"
"서울특별시 강서구 방화제2동(1150064000)","22,638","22,638","946","1,230","2,967","3,814","3,015","3,395","3,795","2,260","1,051","162","3"
"서울특별시 강서구 방화제3동(1150064100)","21,824","21,824","1,008","1,322","1,956","3,323","3,167","3,238","3,921","2,501","1,176","205","7"
"서울특별시 구로구 (1153000000)","390,169","390,169","21,626","27,868","49,640","60,935","57,366","61,779","58,803","35,326","14,984","1,792","50"
"서울특별시 구로구 신도림동(1153051000)","36,047","36,047","2,922","3,555","4,189","5,889","6,436","5,435","4,226","2,404","867","121","3"
"서울특별시 구로구 구로제1동(1153052000)","20,479","20,479","1,519","1,881","2,378","3,595","3,479","3,023","2,806","1,256","465","75","2"
"서울특별시 구로구 구로제2동(1153053000)","22,305","22,305","614","1,149","2,748","2,715","2,656","4,216","4,174","2,611","1,285","133","4"
"서울특별시 구로구 구로제3동(1153054000)","23,118","23,118","906","1,311","4,213","4,612","3,692","3,178","2,669","1,700","744","93","0"
"서울특별시 구로구 구로제4동(1153055000)","18,438","18,438","546","866","2,414","2,736","2,289","3,073","3,140","2,188","1,092","93","1"
"서울특별시 구로구 구로제5동(1153056000)","29,145","29,145","1,488","1,381","4,868","5,708","3,892","4,357","3,988","2,318","1,015","127","3"
"서울특별시 구로구 가리봉동(1153059500)","8,737","8,737","169","230","1,587","1,464","859","1,543","1,579","876","381","46","3"
"서울특별시 구로구 고척제1동(1153072000)","26,648","26,648","1,692","1,826","3,267","5,217","3,652","4,038","3,770","2,186","879","118","3"
"서울특별시 구로구 고척제2동(1153073000)","25,624","25,624","1,220","2,014","3,005","3,014","3,501","4,712","4,254","2,574","1,202","123","5"
"서울특별시 구로구 개봉제1동(1153074000)","32,812","32,812","1,885","2,099","3,810","5,001","4,516","5,418","5,429","3,184","1,300","163","7"
"서울특별시 구로구 개봉제2동(1153075000)","29,504","29,504","1,591","1,987","3,194","3,887","4,286","4,758","5,081","3,321","1,256","140","3"
"서울특별시 구로구 개봉제3동(1153076000)","19,404","19,404","815","1,272","2,085","2,433","2,755","3,396","3,571","2,136","846","93","2"
"서울특별시 구로구 오류제1동(1153077000)","22,604","22,604","929","1,081","4,001","4,554","2,961","3,039","3,091","1,945","890","110","3"
"서울특별시 구로구 오류제2동(1153078000)","36,483","36,483","1,952","3,855","4,013","4,375","5,756","5,942","5,299","3,521","1,547","218","5"
"서울특별시 구로구 수궁동(1153079000)","22,556","22,556","1,045","1,805","2,530","2,862","3,300","3,775","3,995","2,214","926","101","3"
"서울특별시 구로구 항동(1153080000)","16,265","16,265","2,333","1,556","1,338","2,873","3,336","1,876","1,731","892","289","38","3"
"서울특별시 금천구 (1154500000)","226,672","226,672","9,352","12,711","34,479","38,255","28,955","37,049","36,725","19,537","8,545","1,028","36"
"서울특별시 금천구 가산동(1154551000)","24,995","24,995","561","596","7,005","6,825","2,825","2,724","2,606","1,297","495","57","4"
"서울특별시 금천구 독산제1동(1154561000)","46,979","46,979","2,790","2,354","8,414","10,506","6,583","6,394","5,689","2,832","1,264","149","4"
"서울특별시 금천구 독산제2동(1154562000)","17,622","17,622","645","998","2,259","2,497","2,105","3,322","3,345","1,698","667","81","5"
"서울특별시 금천구 독산제3동(1154563000)","23,300","23,300","742","1,063","3,392","3,715","2,728","4,098","4,317","2,176","946","119","4"
"서울특별시 금천구 독산제4동(1154564000)","14,374","14,374","450","778","1,829","1,963","1,690","2,841","2,791","1,443","529","59","1"
"서울특별시 금천구 시흥제1동(1154567000)","31,846","31,846","1,312","1,991","4,191","4,813","4,302","5,413","5,323","2,940","1,358","196","7"
